,map_unit_id,map_unit_name,meadow,map_unit_area,breed_pre,ls_breed_pre,breed_overall_pre,breed_facres_pre,summer_pre,ls_summer_pre,summer_overall_pre,summer_facres_pre,winter_pre,ls_winter_pre,winter_overall_pre,winter_facres_pre,breed_post,ls_breed_post,breed_overall_post,breed_facres_post,summer_post,ls_summer_post,summer_overall_post,summer_facres_post,winter_post,ls_winter_post,winter_overall_post,winter_facres_post,breed_delta,summer_delta,winter_delta,mgmt_multiplier,meadow_multiplier,breed_credits,summer_credits,winter_credits,habitat_type,credits,total_contribution,reserve_credits,saleable_credits
0,1,First Creek Disturbed Sagebrush ,No Meadow,514.0481305,0.0,0.707851543740923,0.0,0.0,0.0,0.701359662741895,0.0,0.0,0.355,0.4327895184903,0.1536402790640565,78.97849822237653,0.1014,0.707851543740923,0.07177614653532959,36.896393940980225,0.23659999999999998,0.701359662741895,0.16594169620473234,85.3020187060416,0.355,0.4327895184903,0.1536402790640565,78.97849822237653,36.896393940980225,85.3020187060416,0.0,1.2000000211150128,0.0,44.275673508244104,102.36242424840313,0.0,Late Brood-Rearing,102.36242424840313,0.11,11.259866667324344,91.10255758107878
1,2,First Creek Meadow-U,Unaltered,4.547157718,0.0,0.68879386144025,0.0,0.0,0.46155,0.699352720609078,0.32278624819712,1.467759979753798,0.275,0.360467274601643,0.09912850051545184,0.4507529261926038,0.0,0.68879386144025,0.0,0.0,0.67875,0.699352720609078,0.4746856591134117,2.158470558461467,0.275,0.360467274601643,0.09912850051545184,0.4507529261926038,0.0,0.6907105787076693,0.0,1.2,8.0,0.0,6.354537324110557,0.0,Late Brood-Rearing,6.354537324110557,0.11,0.6989991056521613,5.655538218458395
2,3,First Creek Mountain Sage Mix,No Meadow,842.3271952,0.21574,0.694079117444933,0.14974062879756983,126.13060386254135,0.220225,0.701220451882151,0.1544262740157467,130.07745025687058,1.0,0.397554729338879,0.397554729338879,334.8711601025131,0.63784,0.694079117444933,0.442711424271076,372.9078722892527,0.6511,0.701220451882151,0.4565646362204685,384.57680945509554,1.0,0.397554729338879,0.397554729338879,334.8711601025131,246.77726842671132,254.49935919822497,0.0,1.2000000133217792,0.0,296.13272539956586,305.3992344282542,0.0,Late Brood-Rearing,305.3992344282542,0.11,33.59391578710796,271.80531864114624
3,4,NFLH Big Sagebrush,No Meadow,285.0895109,0.0,0.48458669615804,0.0,0.0,0.0,0.695553981572084,0.0,0.0,0.875,0.288295072643563,0.25225818856311766,71.91616359797918,0.04984,0.48458669615804,0.024151800936516716,6.885425116345712,0.04360000000000001,0.695553981572084,0.03032615359654287,8.645668296316682,0.875,0.288295072643563,0.25225818856311766,71.91616359797918,6.885425116345712,8.645668296316682,0.0,1.1999999999999997,0.0,8.262510139614854,10.374801955580017,0.0,Late Brood-Rearing,10.374801955580017,0.11,1.1412282151138018,9.233573740466214
4,5,NFLH Channel-U,Unaltered,25.47470026,0.004525,0.540333126006382,0.0024450073951788787,0.0622858305256653,0.0084375,0.691748729628375,0.0058366299062394145,0.14868639739000097,0.21,0.279646056330102,0.05872567182932141,1.4960188874190887,0.18100000000000002,0.540333126006382,0.09780029580715514,2.491433221026612,0.3375,0.691748729628375,0.23346519624957657,5.947455895600039,0.21,0.279646056330102,0.05872567182932141,1.4960188874190887,2.4291473905009466,5.798769498210039,0.0,1.2000000000000002,8.0,2.9149768686011366,53.34867938353235,0.0,Late Brood-Rearing,53.34867938353235,0.11,5.868354732188559,47.48032465134379
5,6,NFLH Disturbed Greasewood Mix,No Meadow,75.53118956,0.0,0.552023011777136,0.0,0.0,0.0,0.708235223801748,0.0,0.0,0.5,0.308739651434703,0.1543698257173515,11.659736568601438,0.0,0.552023011777136,0.0,0.0,0.14934999999999998,0.708235223801748,0.10577493067479105,7.989306339493501,0.5,0.308739651434703,0.1543698257173515,11.659736568601438,0.0,7.989306339493501,0.0,1.2,0.0,0.0,9.587167607392201,0.0,Late Brood-Rearing,9.587167607392201,0.11,1.0545884368131422,8.532579170579059
6,7,NFLH Disturbed Sagebrush,No Meadow,439.0405986,0.0,0.438047316931132,0.0,0.0,0.0,0.658609137171997,0.0,0.0,0.5,0.305802924655269,0.1529014623276345,67.12994954714,0.0,0.438047316931132,0.0,0.0,0.045625,0.658609137171997,0.030049041883472363,13.192749335876178,0.5,0.305802924655269,0.1529014623276345,67.12994954714,0.0,13.192749335876178,0.0,1.1999999984071559,0.0,0.0,15.83129918203742,0.0,Late Brood-Rearing,15.83129918203742,0.11,1.7414429100241162,14.089856272013304
7,8,NFLH Greasewood Mix 2,No Meadow,436.5244326,0.0,0.507174769809487,0.0,0.0,0.0,0.696951615597521,0.0,0.0,0.5,0.291780790070794,0.145890395035397,63.68472191461653,0.0,0.507174769809487,0.0,0.0,0.040125,0.696951615597521,0.027965183575850528,12.20748589300299,0.5,0.291780790070794,0.145890395035397,63.68472191461653,0.0,12.20748589300299,0.0,1.2,0.0,0.0,14.648983071603588,0.0,Late Brood-Rearing,14.648983071603588,0.11,1.6113881378763948,13.037594933727194
8,9,NFLH Meadow-A,Altered,1.44593919,,0.256482328687395,,,,0.697399096829551,,,,0.223125653607505,,,,0.256482328687395,,,,0.697399096829551,,,,0.223125653607505,,,,,,1.2,8.0,,,,None,,0.11,,
9,10,SFLH Big Sagebrush,No Meadow,838.2566957,0.0,0.544326251414702,0.0,0.0,0.0,0.761688972245666,0.0,0.0,0.875,0.332354813181493,0.2908104615338064,243.7738165603205,0.095335,0.544326251414702,0.05189334317862062,43.49994238173666,0.0853875,0.761688972245666,0.06503871711762681,54.519140103588875,0.875,0.332354813181493,0.2908104615338064,243.7738165603205,43.49994238173666,54.519140103588875,0.0,1.2000000143798404,0.0,52.19993148360622,65.42296890828318,0.0,Late Brood-Rearing,65.42296890828318,0.11,7.19652657991115,58.22644232837203
10,12,SFLH Disturbed Sagebrush,No Meadow,563.3727268,0.0,0.594238575812001,0.0,0.0,0.0,0.771864415314452,0.0,0.0,0.0,0.407927400969513,0.0,0.0,0.0,0.594238575812001,0.0,0.0,0.0,0.771864415314452,0.0,0.0,0.0,0.407927400969513,0.0,0.0,0.0,0.0,0.0,1.1999999999999997,0.0,0.0,0.0,0.0,None,0.0,0.11,0.0,0.0
11,13,SFLH Greasewood Mix 2,No Meadow,58.94992104,0.22499999999999998,0.544409772575791,0.12249219882955298,7.220905449018129,0.15794999999999998,0.794930154506159,0.1255592179042478,7.401705981299561,1.0,0.218706857870059,0.218706857870059,12.89275200234648,0.5062500000000001,0.544409772575791,0.2756074473664943,16.247037260290792,0.3553875,0.794930154506159,0.2825082402845576,16.653838457924017,1.0,0.218706857870059,0.218706857870059,12.89275200234648,9.026131811272663,9.252132476624457,0.0,1.2000000736066783,0.0,10.831358837910775,11.102559652968086,0.0,Late Brood-Rearing,11.102559652968086,0.11,1.2212815618264894,9.881278091141597
12,14,SFLH Meadow-A,Altered,149.6917473,0.3625,0.479607223363888,0.1738576184694094,26.025050690102645,0.19320589375,0.710820991606804,0.1373348049796538,20.55788692250912,0.0,0.114365791306896,0.0,0.0,0.3625,0.479607223363888,0.1738576184694094,26.025050690102645,0.19320589375,0.710820991606804,0.1373348049796538,20.55788692250912,0.0,0.114365791306896,0.0,0.0,0.0,0.0,0.0,1.2,8.0,0.0,0.0,0.0,None,0.0,0.11,0.0,0.0
13,15,SFLH Meadow-U,Unaltered,30.50475985,0.45,0.51871260014527,0.2334206700653715,7.120441484370241,0.92875,0.773485828246643,0.7183749629840697,21.913855728081685,0.0,0.224713466394303,0.0,0.0,0.45,0.51871260014527,0.2334206700653715,7.120441484370241,0.92875,0.773485828246643,0.7183749629840697,21.913855728081685,0.0,0.224713466394303,0.0,0.0,0.0,0.0,0.0,1.2,8.0,0.0,0.0,0.0,None,0.0,0.11,0.0,0.0
